region,year,category,mode,powertrain,ev_sales,ev_sales_yoy_growth,ev_stock,ev_stock_yoy_growth,total_stations,total_stations_yoy_growth
Finland,2018,Historical,Cars,EV,,,,,,
Finland,2019,Historical,Cars,EV,,,,,,
Finland,2020,Historical,Cars,EV,,,,,,
Finland,2021,Historical,Cars,EV,,,,,,
Finland,2022,Historical,Cars,EV,,,,,,
Finland,2023,Historical,Cars,EV,,,,,,
Finland,2017,Historical,Trucks,EV,,,,,,
Finland,2019,Historical,Trucks,EV,,,,,,
Finland,2020,Historical,Trucks,EV,,,,,,
Finland,2021,Historical,Trucks,EV,,,,,,
Finland,2022,Historical,Trucks,EV,,,,,,
Finland,2023,Historical,Trucks,EV,,,,,,
Finland,2017,Historical,Vans,EV,,,,,,
Finland,2018,Historical,Vans,EV,,,,,,
Finland,2019,Historical,Vans,EV,,,,,,
Finland,2020,Historical,Vans,EV,,,,,,
Finland,2021,Historical,Vans,EV,,,,,,
Finland,2022,Historical,Vans,EV,,,,,,
Finland,2023,Historical,Vans,EV,,,,,,
France,2010,Historical,Buses,EV,,,,,,
France,2011,Historical,Buses,EV,,,,,,
France,2012,Historical,Buses,EV,,,,,,
France,2013,Historical,Buses,EV,,,,,,
France,2014,Historical,Buses,EV,,,,,,
France,2015,Historical,Buses,EV,,,,,,
France,2016,Historical,Buses,EV,,,,,,
France,2017,Historical,Buses,EV,,,,,,
France,2018,Historical,Buses,EV,,,,,,
France,2019,Historical,Buses,EV,,,,,,
France,2020,Historical,Buses,EV,,,,,,
France,2021,Historical,Buses,EV,,,,,,
France,2022,Historical,Buses,EV,,,,,,
France,2023,Historical,Buses,EV,,,,,,
France,2010,Historical,Cars,EV,,,,,,
France,2011,Historical,Cars,EV,,,,,,
France,2012,Historical,Cars,EV,,,,,,
France,2013,Historical,Cars,EV,,,,,,
France,2014,Historical,Cars,EV,,,,,,
France,2015,Historical,Cars,EV,,,,,,
France,2016,Historical,Cars,EV,,,,,,
France,2017,Historical,Cars,EV,,,,,,
France,2018,Historical,Cars,EV,,,,,,
France,2019,Historical,Cars,EV,,,,,,
France,2020,Historical,Cars,EV,,,,,,
France,2021,Historical,Cars,EV,,,,,,
France,2022,Historical,Cars,EV,,,,,,
France,2023,Historical,Cars,EV,,,,,,
France,2010,Historical,Trucks,EV,,,,,,
France,2011,Historical,Trucks,EV,,,,,,
France,2012,Historical,Trucks,EV,,,,,,
France,2013,Historical,Trucks,EV,,,,,,
France,2014,Historical,Trucks,EV,,,,,,
France,2015,Historical,Trucks,EV,,,,,,
France,2016,Historical,Trucks,EV,,,,,,
France,2017,Historical,Trucks,EV,,,,,,
France,2018,Historical,Trucks,EV,,,,,,
France,2019,Historical,Trucks,EV,,,,,,
France,2020,Historical,Trucks,EV,,,,,,
France,2021,Historical,Trucks,EV,,,,,,
France,2022,Historical,Trucks,EV,,,,,,
France,2023,Historical,Trucks,EV,,,,,,
France,2010,Historical,Vans,EV,,,,,,
France,2011,Historical,Vans,EV,,,,,,
France,2012,Historical,Vans,EV,,,,,,
France,2013,Historical,Vans,EV,,,,,,
France,2014,Historical,Vans,EV,,,,,,
France,2015,Historical,Vans,EV,,,,,,
France,2016,Historical,Vans,EV,,,,,,
France,2017,Historical,Vans,EV,,,,,,
France,2018,Historical,Vans,EV,,,,,,
France,2019,Historical,Vans,EV,,,,,,
France,2020,Historical,Vans,EV,,,,,,
France,2021,Historical,Vans,EV,,,,,,
France,2022,Historical,Vans,EV,,,,,,
France,2023,Historical,Vans,EV,,,,,,
Germany,2016,Historical,Buses,EV,,,,,292.0,
Germany,2017,Historical,Buses,EV,,,,,292.0,0.0
Germany,2018,Historical,Buses,EV,,,,,292.0,0.0
Germany,2019,Historical,Buses,EV,,,,,292.0,0.0
Germany,2020,Historical,Buses,EV,,,,,292.0,0.0
Germany,2021,Historical,Buses,EV,,,,,292.0,0.0
Germany,2022,Historical,Buses,EV,,,,,292.0,0.0
Germany,2023,Historical,Buses,EV,,,,,292.0,0.0
Germany,2010,Historical,Cars,EV,,,,,292.0,
Germany,2011,Historical,Cars,EV,,,,,292.0,0.0
Germany,2012,Historical,Cars,EV,,,,,292.0,0.0
Germany,2013,Historical,Cars,EV,,,,,292.0,0.0
Germany,2014,Historical,Cars,EV,,,,,292.0,0.0
Germany,2015,Historical,Cars,EV,,,,,292.0,0.0
Germany,2016,Historical,Cars,EV,,,,,292.0,0.0
Germany,2017,Historical,Cars,EV,,,,,292.0,0.0
Germany,2018,Historical,Cars,EV,,,,,292.0,0.0
Germany,2019,Historical,Cars,EV,,,,,292.0,0.0
Germany,2020,Historical,Cars,EV,,,,,292.0,0.0
Germany,2021,Historical,Cars,EV,,,,,292.0,0.0
Germany,2022,Historical,Cars,EV,,,,,292.0,0.0
Germany,2023,Historical,Cars,EV,,,,,292.0,0.0
Germany,2018,Historical,Trucks,EV,,,,,292.0,
Germany,2019,Historical,Trucks,EV,,,,,292.0,0.0
Germany,2020,Historical,Trucks,EV,,,,,292.0,0.0
Germany,2021,Historical,Trucks,EV,,,,,292.0,0.0
Germany,2022,Historical,Trucks,EV,,,,,292.0,0.0
Germany,2023,Historical,Trucks,EV,,,,,292.0,0.0
Germany,2010,Historical,Vans,EV,,,,,292.0,
Germany,2011,Historical,Vans,EV,,,,,292.0,0.0
Germany,2012,Historical,Vans,EV,,,,,292.0,0.0
Germany,2013,Historical,Vans,EV,,,,,292.0,0.0
Germany,2014,Historical,Vans,EV,,,,,292.0,0.0
Germany,2015,Historical,Vans,EV,,,,,292.0,0.0
Germany,2016,Historical,Vans,EV,,,,,292.0,0.0
Germany,2017,Historical,Vans,EV,,,,,292.0,0.0
Germany,2018,Historical,Vans,EV,,,,,292.0,0.0
Germany,2019,Historical,Vans,EV,,,,,292.0,0.0
Germany,2020,Historical,Vans,EV,,,,,292.0,0.0
Germany,2021,Historical,Vans,EV,,,,,292.0,0.0
Germany,2022,Historical,Vans,EV,,,,,292.0,0.0
Germany,2023,Historical,Vans,EV,,,,,292.0,0.0
Greece,2013,Historical,Cars,EV,,,,,,
Greece,2014,Historical,Cars,EV,,,,,,
Greece,2015,Historical,Cars,EV,,,,,,
Greece,2016,Historical,Cars,EV,,,,,,
Greece,2017,Historical,Cars,EV,,,,,,
Greece,2018,Historical,Cars,EV,,,,,,
Greece,2019,Historical,Cars,EV,,,,,,
Greece,2020,Historical,Cars,EV,,,,,,
Greece,2021,Historical,Cars,EV,,,,,,
Greece,2022,Historical,Cars,EV,,,,,,
Greece,2023,Historical,Cars,EV,,,,,,
Hungary,2015,Historical,Cars,EV,,,,,,
Hungary,2016,Historical,Cars,EV,,,,,,
Hungary,2017,Historical,Cars,EV,,,,,,
Hungary,2018,Historical,Cars,EV,,,,,,
Hungary,2019,Historical,Cars,EV,,,,,,
Hungary,2020,Historical,Cars,EV,,,,,,
Hungary,2021,Historical,Cars,EV,,,,,,
Hungary,2022,Historical,Cars,EV,,,,,,
Hungary,2023,Historical,Cars,EV,,,,,,
Iceland,2010,Historical,Cars,EV,,,,,,
Iceland,2011,Historical,Cars,EV,,,,,,
Iceland,2012,Historical,Cars,EV,,,,,,
Iceland,2013,Historical,Cars,EV,,,,,,
Iceland,2014,Historical,Cars,EV,,,,,,
Iceland,2015,Historical,Cars,EV,,,,,,
Iceland,2016,Historical,Cars,EV,,,,,,
Iceland,2017,Historical,Cars,EV,,,,,,
Iceland,2018,Historical,Cars,EV,,,,,,
Iceland,2019,Historical,Cars,EV,,,,,,
Iceland,2020,Historical,Cars,EV,,,,,,
Iceland,2021,Historical,Cars,EV,,,,,,
Iceland,2022,Historical,Cars,EV,,,,,,
Iceland,2023,Historical,Cars,EV,,,,,,
India,2015,Historical,Buses,EV,,,,,315.0,
India,2016,Historical,Buses,EV,,,,,315.0,0.0
India,2017,Historical,Buses,EV,,,,,315.0,0.0
India,2018,Historical,Buses,EV,,,,,315.0,0.0
India,2019,Historical,Buses,EV,,,,,315.0,0.0
India,2020,Historical,Buses,EV,,,,,315.0,0.0
India,2021,Historical,Buses,EV,,,,,315.0,0.0
India,2022,Historical,Buses,EV,,,,,315.0,0.0
India,2023,Historical,Buses,EV,,,,,315.0,0.0
India,2010,Historical,Cars,EV,,,,,315.0,
India,2011,Historical,Cars,EV,,,,,315.0,0.0
India,2012,Historical,Cars,EV,,,,,315.0,0.0
India,2013,Historical,Cars,EV,,,,,315.0,0.0
India,2014,Historical,Cars,EV,,,,,315.0,0.0
India,2015,Historical,Cars,EV,,,,,315.0,0.0
India,2016,Historical,Cars,EV,,,,,315.0,0.0
India,2017,Historical,Cars,EV,,,,,315.0,0.0
India,2018,Historical,Cars,EV,,,,,315.0,0.0
India,2019,Historical,Cars,EV,,,,,315.0,0.0
India,2020,Historical,Cars,EV,,,,,315.0,0.0
India,2021,Historical,Cars,EV,,,,,315.0,0.0
India,2022,Historical,Cars,EV,,,,,315.0,0.0
India,2023,Historical,Cars,EV,,,,,315.0,0.0
India,2016,Historical,Vans,EV,,,,,315.0,
India,2017,Historical,Vans,EV,,,,,315.0,0.0
India,2018,Historical,Vans,EV,,,,,315.0,0.0
India,2019,Historical,Vans,EV,,,,,315.0,0.0
India,2020,Historical,Vans,EV,,,,,315.0,0.0
India,2021,Historical,Vans,EV,,,,,315.0,0.0
India,2022,Historical,Vans,EV,,,,,315.0,0.0
India,2023,Historical,Vans,EV,,,,,315.0,0.0
Ireland,2015,Historical,Cars,EV,,,,,,
Ireland,2016,Historical,Cars,EV,,,,,,
Ireland,2017,Historical,Cars,EV,,,,,,
Ireland,2018,Historical,Cars,EV,,,,,,
Ireland,2019,Historical,Cars,EV,,,,,,
Ireland,2020,Historical,Cars,EV,,,,,,
Ireland,2021,Historical,Cars,EV,,,,,,
Ireland,2022,Historical,Cars,EV,,,,,,
Ireland,2023,Historical,Cars,EV,,,,,,
Israel,2013,Historical,Buses,EV,,,,,,
Israel,2016,Historical,Buses,EV,,,,,,
Israel,2017,Historical,Buses,EV,,,,,,
Israel,2018,Historical,Buses,EV,,,,,,
Israel,2019,Historical,Buses,EV,,,,,,
Israel,2020,Historical,Buses,EV,,,,,,
Israel,2021,Historical,Buses,EV,,,,,,
Israel,2022,Historical,Buses,EV,,,,,,
Israel,2023,Historical,Buses,EV,,,,,,
Israel,2010,Historical,Cars,EV,,,,,,
Israel,2011,Historical,Cars,EV,,,,,,
Israel,2012,Historical,Cars,EV,,,,,,
Israel,2013,Historical,Cars,EV,,,,,,
Israel,2014,Historical,Cars,EV,,,,,,
Israel,2015,Historical,Cars,EV,,,,,,
Israel,2016,Historical,Cars,EV,,,,,,
Israel,2017,Historical,Cars,EV,,,,,,
Israel,2018,Historical,Cars,EV,,,,,,
Israel,2019,Historical,Cars,EV,,,,,,
Israel,2020,Historical,Cars,EV,,,,,,
Israel,2021,Historical,Cars,EV,,,,,,
Israel,2022,Historical,Cars,EV,,,,,,
Israel,2023,Historical,Cars,EV,,,,,,
Israel,2020,Historical,Vans,EV,,,,,,
Israel,2021,Historical,Vans,EV,,,,,,
Israel,2022,Historical,Vans,EV,,,,,,
Israel,2023,Historical,Vans,EV,,,,,,
Italy,2016,Historical,Buses,EV,,,,,,
Italy,2017,Historical,Buses,EV,,,,,,
Italy,2018,Historical,Buses,EV,,,,,,
Italy,2019,Historical,Buses,EV,,,,,,
Italy,2020,Historical,Buses,EV,,,,,,
Italy,2021,Historical,Buses,EV,,,,,,
Italy,2022,Historical,Buses,EV,,,,,,
Italy,2023,Historical,Buses,EV,,,,,,
Italy,2010,Historical,Cars,EV,,,,,,
Italy,2011,Historical,Cars,EV,,,,,,
Italy,2012,Historical,Cars,EV,,,,,,
Italy,2013,Historical,Cars,EV,,,,,,
Italy,2014,Historical,Cars,EV,,,,,,
Italy,2015,Historical,Cars,EV,,,,,,
Italy,2016,Historical,Cars,EV,,,,,,
Italy,2017,Historical,Cars,EV,,,,,,
Italy,2018,Historical,Cars,EV,,,,,,
Italy,2019,Historical,Cars,EV,,,,,,
Italy,2020,Historical,Cars,EV,,,,,,
Italy,2021,Historical,Cars,EV,,,,,,
Italy,2022,Historical,Cars,EV,,,,,,
Italy,2023,Historical,Cars,EV,,,,,,
Italy,2010,Historical,Vans,EV,,,,,,
Italy,2011,Historical,Vans,EV,,,,,,
Italy,2012,Historical,Vans,EV,,,,,,
Italy,2013,Historical,Vans,EV,,,,,,
Italy,2014,Historical,Vans,EV,,,,,,
Italy,2015,Historical,Vans,EV,,,,,,
Italy,2016,Historical,Vans,EV,,,,,,
Italy,2017,Historical,Vans,EV,,,,,,
Italy,2018,Historical,Vans,EV,,,,,,
Italy,2019,Historical,Vans,EV,,,,,,
Italy,2020,Historical,Vans,EV,,,,,,
Italy,2021,Historical,Vans,EV,,,,,,
Italy,2022,Historical,Vans,EV,,,,,,
Italy,2023,Historical,Vans,EV,,,,,,
Japan,2011,Historical,Buses,EV,,,,,,
Japan,2012,Historical,Buses,EV,,,,,,
Japan,2013,Historical,Buses,EV,,,,,,
Japan,2014,Historical,Buses,EV,,,,,,
Japan,2015,Historical,Buses,EV,,,,,,
Japan,2016,Historical,Buses,EV,,,,,,
Japan,2017,Historical,Buses,EV,,,,,,
Japan,2018,Historical,Buses,EV,,,,,,
Japan,2019,Historical,Buses,EV,,,,,,
Japan,2020,Historical,Buses,EV,,,,,,
Japan,2021,Historical,Buses,EV,,,,,,
Japan,2022,Historical,Buses,EV,,,,,,
Japan,2023,Historical,Buses,EV,,,,,,
Japan,2010,Historical,Cars,EV,,,,,,
Japan,2011,Historical,Cars,EV,,,,,,
Japan,2012,Historical,Cars,EV,,,,,,
Japan,2013,Historical,Cars,EV,,,,,,
Japan,2014,Historical,Cars,EV,,,,,,
Japan,2015,Historical,Cars,EV,,,,,,
Japan,2016,Historical,Cars,EV,,,,,,
Japan,2017,Historical,Cars,EV,,,,,,
Japan,2018,Historical,Cars,EV,,,,,,
Japan,2019,Historical,Cars,EV,,,,,,
Japan,2020,Historical,Cars,EV,,,,,,
Japan,2021,Historical,Cars,EV,,,,,,
Japan,2022,Historical,Cars,EV,,,,,,
Japan,2023,Historical,Cars,EV,,,,,,
Japan,2018,Historical,Trucks,EV,,,,,,
Japan,2019,Historical,Trucks,EV,,,,,,
Japan,2020,Historical,Trucks,EV,,,,,,
Japan,2021,Historical,Trucks,EV,,,,,,
Japan,2022,Historical,Trucks,EV,,,,,,
Japan,2023,Historical,Trucks,EV,,,,,,
Japan,2011,Historical,Vans,EV,,,,,,
Japan,2012,Historical,Vans,EV,,,,,,
Japan,2013,Historical,Vans,EV,,,,,,
Japan,2014,Historical,Vans,EV,,,,,,
Japan,2015,Historical,Vans,EV,,,,,,
Japan,2016,Historical,Vans,EV,,,,,,
Japan,2017,Historical,Vans,EV,,,,,,
Japan,2018,Historical,Vans,EV,,,,,,
Japan,2019,Historical,Vans,EV,,,,,,
Japan,2020,Historical,Vans,EV,,,,,,
Japan,2021,Historical,Vans,EV,,,,,,
Japan,2022,Historical,Vans,EV,,,,,,
Japan,2023,Historical,Vans,EV,,,,,,
Korea,2010,Historical,Buses,EV,,,,,299.0,
Korea,2011,Historical,Buses,EV,,,,,299.0,0.0
Korea,2012,Historical,Buses,EV,,,,,299.0,0.0
Korea,2013,Historical,Buses,EV,,,,,299.0,0.0
Korea,2014,Historical,Buses,EV,,,,,299.0,0.0
Korea,2015,Historical,Buses,EV,,,,,299.0,0.0
Korea,2016,Historical,Buses,EV,,,,,299.0,0.0
Korea,2017,Historical,Buses,EV,,,,,299.0,0.0
Korea,2018,Historical,Buses,EV,,,,,299.0,0.0
Korea,2019,Historical,Buses,EV,,,,,299.0,0.0
Korea,2020,Historical,Buses,EV,,,,,299.0,0.0
Korea,2021,Historical,Buses,EV,,,,,299.0,0.0
Korea,2022,Historical,Buses,EV,,,,,299.0,0.0
Korea,2023,Historical,Buses,EV,,,,,299.0,0.0
Korea,2010,Historical,Cars,EV,,,,,299.0,
Korea,2011,Historical,Cars,EV,,,,,299.0,0.0
Korea,2012,Historical,Cars,EV,,,,,299.0,0.0
Korea,2013,Historical,Cars,EV,,,,,299.0,0.0
Korea,2014,Historical,Cars,EV,,,,,299.0,0.0
Korea,2015,Historical,Cars,EV,,,,,299.0,0.0
Korea,2016,Historical,Cars,EV,,,,,299.0,0.0
Korea,2017,Historical,Cars,EV,,,,,299.0,0.0
Korea,2018,Historical,Cars,EV,,,,,299.0,0.0
Korea,2019,Historical,Cars,EV,,,,,299.0,0.0
Korea,2020,Historical,Cars,EV,,,,,299.0,0.0
Korea,2021,Historical,Cars,EV,,,,,299.0,0.0
Korea,2022,Historical,Cars,EV,,,,,299.0,0.0
Korea,2023,Historical,Cars,EV,,,,,299.0,0.0
Korea,2015,Historical,Vans,EV,,,,,299.0,
Korea,2016,Historical,Vans,EV,,,,,299.0,0.0
Korea,2017,Historical,Vans,EV,,,,,299.0,0.0
Korea,2018,Historical,Vans,EV,,,,,299.0,0.0
Korea,2019,Historical,Vans,EV,,,,,299.0,0.0
Korea,2020,Historical,Vans,EV,,,,,299.0,0.0
Korea,2021,Historical,Vans,EV,,,,,299.0,0.0
Korea,2022,Historical,Vans,EV,,,,,299.0,0.0
Korea,2023,Historical,Vans,EV,,,,,299.0,0.0
Latvia,2015,Historical,Cars,EV,,,,,,
Latvia,2016,Historical,Cars,EV,,,,,,
Latvia,2017,Historical,Cars,EV,,,,,,
Latvia,2018,Historical,Cars,EV,,,,,,
Latvia,2019,Historical,Cars,EV,,,,,,
Latvia,2020,Historical,Cars,EV,,,,,,
Latvia,2021,Historical,Cars,EV,,,,,,
Latvia,2022,Historical,Cars,EV,,,,,,
Latvia,2023,Historical,Cars,EV,,,,,,
Lithuania,2015,Historical,Cars,EV,,,,,,
Lithuania,2016,Historical,Cars,EV,,,,,,
Lithuania,2017,Historical,Cars,EV,,,,,,
Lithuania,2019,Historical,Cars,EV,,,,,,
Lithuania,2020,Historical,Cars,EV,,,,,,
Lithuania,2021,Historical,Cars,EV,,,,,,
Lithuania,2022,Historical,Cars,EV,,,,,,
Lithuania,2023,Historical,Cars,EV,,,,,,
Luxembourg,2019,Historical,Cars,EV,,,,,,
Luxembourg,2020,Historical,Cars,EV,,,,,,
Luxembourg,2021,Historical,Cars,EV,,,,,,
Luxembourg,2022,Historical,Cars,EV,,,,,,
Luxembourg,2023,Historical,Cars,EV,,,,,,
Mexico,2011,Historical,Cars,EV,,,,,,
Mexico,2012,Historical,Cars,EV,,,,,,
Mexico,2013,Historical,Cars,EV,,,,,,
Mexico,2014,Historical,Cars,EV,,,,,,
Mexico,2015,Historical,Cars,EV,,,,,,
Mexico,2016,Historical,Cars,EV,,,,,,
Mexico,2017,Historical,Cars,EV,,,,,,
Mexico,2018,Historical,Cars,EV,,,,,,
Mexico,2019,Historical,Cars,EV,,,,,,
Mexico,2020,Historical,Cars,EV,,,,,,
Mexico,2021,Historical,Cars,EV,,,,,,
Mexico,2022,Historical,Cars,EV,,,,,,
Mexico,2023,Historical,Cars,EV,,,,,,
Netherlands,2010,Historical,Buses,EV,,,,,,
Netherlands,2011,Historical,Buses,EV,,,,,,
Netherlands,2012,Historical,Buses,EV,,,,,,
Netherlands,2013,Historical,Buses,EV,,,,,,
Netherlands,2014,Historical,Buses,EV,,,,,,
Netherlands,2015,Historical,Buses,EV,,,,,,
Netherlands,2016,Historical,Buses,EV,,,,,,
Netherlands,2017,Historical,Buses,EV,,,,,,
Netherlands,2018,Historical,Buses,EV,,,,,,
Netherlands,2019,Historical,Buses,EV,,,,,,
Netherlands,2020,Historical,Buses,EV,,,,,,
Netherlands,2021,Historical,Buses,EV,,,,,,
Netherlands,2022,Historical,Buses,EV,,,,,,
Netherlands,2023,Historical,Buses,EV,,,,,,
Netherlands,2010,Historical,Cars,EV,,,,,,
Netherlands,2011,Historical,Cars,EV,,,,,,
Netherlands,2012,Historical,Cars,EV,,,,,,
Netherlands,2013,Historical,Cars,EV,,,,,,
Netherlands,2014,Historical,Cars,EV,,,,,,
Netherlands,2015,Historical,Cars,EV,,,,,,
Netherlands,2016,Historical,Cars,EV,,,,,,
Netherlands,2017,Historical,Cars,EV,,,,,,
Netherlands,2018,Historical,Cars,EV,,,,,,
Netherlands,2019,Historical,Cars,EV,,,,,,
Netherlands,2020,Historical,Cars,EV,,,,,,
Netherlands,2021,Historical,Cars,EV,,,,,,
Netherlands,2022,Historical,Cars,EV,,,,,,
Netherlands,2023,Historical,Cars,EV,,,,,,
Netherlands,2010,Historical,Trucks,EV,,,,,,
Netherlands,2011,Historical,Trucks,EV,,,,,,
Netherlands,2012,Historical,Trucks,EV,,,,,,
Netherlands,2013,Historical,Trucks,EV,,,,,,
Netherlands,2014,Historical,Trucks,EV,,,,,,
Netherlands,2015,Historical,Trucks,EV,,,,,,
Netherlands,2016,Historical,Trucks,EV,,,,,,
Netherlands,2017,Historical,Trucks,EV,,,,,,
Netherlands,2018,Historical,Trucks,EV,,,,,,
Netherlands,2019,Historical,Trucks,EV,,,,,,
Netherlands,2020,Historical,Trucks,EV,,,,,,
Netherlands,2021,Historical,Trucks,EV,,,,,,
Netherlands,2022,Historical,Trucks,EV,,,,,,
Netherlands,2023,Historical,Trucks,EV,,,,,,
Netherlands,2010,Historical,Vans,EV,,,,,,
Netherlands,2011,Historical,Vans,EV,,,,,,
Netherlands,2012,Historical,Vans,EV,,,,,,
Netherlands,2013,Historical,Vans,EV,,,,,,
Netherlands,2014,Historical,Vans,EV,,,,,,
Netherlands,2015,Historical,Vans,EV,,,,,,
Netherlands,2016,Historical,Vans,EV,,,,,,
Netherlands,2017,Historical,Vans,EV,,,,,,
Netherlands,2018,Historical,Vans,EV,,,,,,
Netherlands,2019,Historical,Vans,EV,,,,,,
Netherlands,2020,Historical,Vans,EV,,,,,,
Netherlands,2021,Historical,Vans,EV,,,,,,
Netherlands,2022,Historical,Vans,EV,,,,,,
Netherlands,2023,Historical,Vans,EV,,,,,,
New Zealand,2010,Historical,Buses,EV,,,,,,
New Zealand,2011,Historical,Buses,EV,,,,,,
New Zealand,2012,Historical,Buses,EV,,,,,,
New Zealand,2013,Historical,Buses,EV,,,,,,
New Zealand,2014,Historical,Buses,EV,,,,,,
New Zealand,2015,Historical,Buses,EV,,,,,,
New Zealand,2016,Historical,Buses,EV,,,,,,
New Zealand,2017,Historical,Buses,EV,,,,,,
New Zealand,2018,Historical,Buses,EV,,,,,,
New Zealand,2019,Historical,Buses,EV,,,,,,
New Zealand,2020,Historical,Buses,EV,,,,,,
New Zealand,2021,Historical,Buses,EV,,,,,,
New Zealand,2022,Historical,Buses,EV,,,,,,
New Zealand,2023,Historical,Buses,EV,,,,,,
New Zealand,2010,Historical,Cars,EV,,,,,,
New Zealand,2011,Historical,Cars,EV,,,,,,
New Zealand,2012,Historical,Cars,EV,,,,,,
New Zealand,2013,Historical,Cars,EV,,,,,,
New Zealand,2014,Historical,Cars,EV,,,,,,
New Zealand,2015,Historical,Cars,EV,,,,,,
New Zealand,2016,Historical,Cars,EV,,,,,,
New Zealand,2017,Historical,Cars,EV,,,,,,
New Zealand,2018,Historical,Cars,EV,,,,,,
New Zealand,2019,Historical,Cars,EV,,,,,,
New Zealand,2020,Historical,Cars,EV,,,,,,
New Zealand,2021,Historical,Cars,EV,,,,,,
New Zealand,2022,Historical,Cars,EV,,,,,,
New Zealand,2023,Historical,Cars,EV,,,,,,
New Zealand,2019,Historical,Vans,EV,,,,,,
New Zealand,2020,Historical,Vans,EV,,,,,,
New Zealand,2021,Historical,Vans,EV,,,,,,
New Zealand,2022,Historical,Vans,EV,,,,,,
New Zealand,2023,Historical,Vans,EV,,,,,,
Norway,2016,Historical,Buses,EV,,,,,,
Norway,2017,Historical,Buses,EV,,,,,,
Norway,2018,Historical,Buses,EV,,,,,,
Norway,2019,Historical,Buses,EV,,,,,,
Norway,2020,Historical,Buses,EV,,,,,,
Norway,2021,Historical,Buses,EV,,,,,,
Norway,2022,Historical,Buses,EV,,,,,,
Norway,2023,Historical,Buses,EV,,,,,,
Norway,2010,Historical,Cars,EV,,,,,,
Norway,2011,Historical,Cars,EV,,,,,,
Norway,2012,Historical,Cars,EV,,,,,,
Norway,2013,Historical,Cars,EV,,,,,,
Norway,2014,Historical,Cars,EV,,,,,,
Norway,2015,Historical,Cars,EV,,,,,,
Norway,2016,Historical,Cars,EV,,,,,,
Norway,2017,Historical,Cars,EV,,,,,,
Norway,2018,Historical,Cars,EV,,,,,,
Norway,2019,Historical,Cars,EV,,,,,,
Norway,2020,Historical,Cars,EV,,,,,,
Norway,2021,Historical,Cars,EV,,,,,,
